account_id,balance,created_on
87,62.20617241321391,1995-02-23
88,4727.672288338724,2008-02-29
89,1633.3394149893927,2003-07-25
90,4104.784245133615,1997-03-31
91,1724.6425513957902,1986-02-09
92,3319.878184149149,1977-10-08
93,679.2536710362479,2009-11-28
94,4609.9176711039345,2003-01-30
95,2244.8342455630445,1982-11-19
96,710.274813996074,2017-03-29
97,1559.7591615071715,1978-12-21
98,3245.378484160199,1978-05-16
99,3640.3211946336855,1989-07-22
100,3926.4166260998322,1992-06-23
101,2043.1534343461794,2014-04-19
102,48.166193413899386,1987-04-06
103,4454.619298269633,2013-05-02
104,2668.52790606531,1990-10-25
105,4023.0026370151677,2008-05-05
106,4903.138454506047,1998-09-29
107,3524.673449346789,1986-04-12
108,3795.430103016609,1993-07-27
109,2823.6423403586373,2014-01-14
110,612.9773113479387,1992-09-24
111,4769.766792293595,1995-04-08
112,856.5780894126784,1980-04-17
113,2502.7713603610996,1987-07-27
114,3109.219926180445,1991-07-13
115,3309.8827121382424,1971-01-23
116,4200.259846912132,1991-09-02
117,3498.0079586866455,2009-10-29
118,398.23708422672024,2003-07-04
119,1186.9023680737816,1972-04-10
120,4141.2782602257475,1994-02-25
121,881.3691231159215,1979-12-20
122,4729.790613873873,1987-02-26
123,4782.822162153831,2004-10-19
124,4481.634652944058,1970-05-14
125,3714.0586520612756,2008-10-24
126,4191.718462245883,2001-04-02
127,2807.043908846183,1997-09-19
128,3588.9640107187865,1998-08-04
129,2135.886360989862,2001-04-20
130,4323.3242108627555,2017-08-13
131,518.292323518923,1972-01-29
132,3142.6586381164116,2015-01-09
133,3550.5376067038983,1999-03-18
134,3074.6855438489433,1994-09-11
135,200.2440114495485,1994-02-21
136,1701.2515591790766,1992-03-08
137,3690.0798131793345,2003-09-29
138,1882.5881565834275,2018-12-17
139,3128.820841477178,2002-10-01
140,4447.393269699664,1980-03-02
141,2481.724697709803,1995-05-06
142,1791.8258641933853,2015-03-09
143,3358.2272064242156,1996-10-16
144,2290.5840812677548,1980-10-24
145,2537.1899588335114,1996-03-20
146,811.4237612299513,2017-10-21
147,3764.8909317221996,2007-12-28
148,1688.2288183957244,1995-02-16
149,4016.619678300364,1995-05-31
150,4722.103863678622,1983-08-28
151,73.91960586474067,2009-09-20
152,2651.710134019764,1977-04-30
153,1441.138593496697,1991-06-20
154,2344.5876679318962,1990-07-26
155,174.6416379851251,2003-09-06
156,2658.9657206274305,1972-08-24
157,2760.477187575645,1985-02-01
158,4670.449297385054,1978-03-04
159,191.5042644708498,2006-04-11
160,1975.326341442306,1977-08-01
161,600.0778601981254,1974-02-18
162,1732.9442313315358,2008-09-13
163,255.76207863851508,1994-11-10
164,1365.2484767123497,1980-06-10
165,4978.401252414045,1972-09-20
166,1269.5999324591971,2016-01-11
167,3401.9677930326643,1971-01-15
168,3513.545162078649,1989-10-21
169,4645.615342623651,1975-04-29
170,4974.7023614537275,1971-05-14
171,3810.4068565032617,2017-12-11
172,3812.986594783961,1987-01-11
173,2581.3051067397137,2013-07-20
174,1930.358781607991,1970-02-21
175,4171.987957204377,2001-11-22
176,1253.1688514713096,2010-10-16
177,579.9769821032219,1992-05-29
178,4908.620429390769,1978-07-16
179,4023.997186442397,1994-02-06
180,4715.506021847053,1985-08-15
181,1213.2329712117407,2005-07-09
182,3369.3194657595623,1970-06-07
183,2663.9001325266345,1987-04-04
184,4378.220414867835,1975-12-24
185,812.7550749615414,1990-01-13
186,4340.241845676807,1970-11-22
187,765.2789850033242,1997-05-31
188,4231.082601375688,1977-03-23
189,4100.40061954752,1987-03-04
190,2924.663492156532,1994-06-10
191,256.2744753386581,2012-05-15
192,780.833846044045,2006-08-02
193,1722.9059101340572,1980-09-10
194,1455.953069989125,1989-04-05
195,1467.1212182567428,1980-05-14
196,2474.2956378603494,1974-12-29
197,2018.2914510631183,1997-01-13
198,2155.0281341176856,1972-07-20
199,850.1773327966328,2002-09-03
200,3941.70042651738,2006-07-16
201,2843.0137799531735,1973-12-04
202,2209.4443487319295,2019-04-10
203,1706.7307952562455,2008-05-25
204,46.58870207549237,1991-06-21
205,3608.1237152372496,1984-08-27
206,4549.530146520189,2016-11-08
207,3321.0451460774093,2015-07-15
208,3314.1828990957783,2000-04-11
209,1287.9944871098526,2007-07-19
210,3061.063780920751,2010-12-15
211,351.23033631135723,1983-01-08
212,4680.389777715475,1997-11-01
213,1393.5360666285467,2003-05-14
214,4150.721958794949,1988-11-16
215,2647.6481247640713,2014-06-12
216,316.43482516935995,1973-05-26
217,3196.9504862055846,1981-02-22
218,2898.43477718732,1985-10-29
219,4708.269070980072,2009-06-28
220,3160.645805174893,1991-01-30
221,2717.114374229523,1997-04-02
222,1923.4937338066832,1979-05-11
223,2173.18774259681,1983-01-26
224,1556.9888534010513,1976-02-29
225,68.17558514712884,2000-07-11
226,3892.6560800838424,2018-08-03
227,4098.754812699491,2017-04-02
228,1402.2038856988383,2005-08-29
229,1290.953812668862,2017-04-30
230,2636.326274073118,2002-11-13
231,1589.650548625377,1979-06-04
232,1711.3191705192726,1983-12-16
233,3527.8634646009814,2000-10-12
234,2158.4819924650274,2002-03-09
235,708.5362018921088,2015-05-22
236,29.6378415097559,2012-08-02
237,2556.7068217446285,1998-12-05
238,3923.2473694208124,2009-02-13
239,3506.9545702525666,1988-11-12
240,3907.639666024042,1971-05-21
241,1920.7228109591267,2012-10-03
242,2320.652862992888,1977-03-03
243,181.84582000965787,2002-07-17
244,4562.145449654623,2013-02-15
245,3183.326706816759,1970-12-27
246,3992.385037397035,1990-09-28
247,3801.1792759709833,2015-08-21
248,4499.071501780005,1983-04-09
249,1811.1121479084675,2012-04-30
250,4907.7550299971335,2010-12-28
251,792.5830289817587,1998-12-09
252,972.5471075962483,1978-10-27
253,1772.3658914795199,2017-07-20
254,3500.4456153880697,1982-08-09
255,95.70735435632083,1976-05-29
256,3676.291005655916,1995-08-11
257,2857.793900808478,1995-09-23
258,1210.3983489600068,1977-04-14
259,925.7080757969993,2000-09-15
260,3790.3734641707206,1985-04-30
261,2099.9097853125827,1980-03-24
262,2865.702861852187,1977-06-05
263,1183.6678439392251,1974-12-25
264,3569.079244496452,1996-04-18
265,4318.813737813347,1973-12-27
266,4474.796310321388,2015-07-26
267,4051.5578800809444,1999-02-27
268,502.1081849189185,2011-02-18
269,941.3970695617047,1985-07-26
270,2202.4791659250586,1997-05-08
271,326.1491629476193,2003-03-04
272,2133.735181195622,1980-11-23
273,1973.7112872448126,1975-06-17
274,1359.2637424426368,1977-05-07
275,2186.0828579137947,1994-10-02
276,3788.6483510389658,1997-02-01
277,1780.8156687650455,1992-05-17
278,1638.8101537015004,1981-05-28
279,1535.0956108471137,2010-11-18
280,2462.59037446117,2006-02-12
281,3812.6341346859203,1989-10-04
282,1013.9385894817266,2016-10-12
283,1989.4923041248703,1990-06-11
284,2178.059696236503,1988-08-05
285,3176.8658617750734,1976-05-19
286,3365.38223137192,1999-04-01
287,3485.4957416708253,1983-11-13
288,4112.744109273599,1982-06-18
289,2913.4461084497343,1997-05-10
290,1772.9154165779175,1993-03-10
291,2843.943205729629,2009-01-20
292,2822.0764439734653,1990-07-19
293,1391.7488727016687,1992-09-03
294,4110.0259506814655,1989-09-02
295,1990.463527803306,1991-09-22
296,4604.601693216441,1992-11-15
297,676.6999155873898,1975-05-28
298,407.41017333862703,2015-07-20
299,4324.743723401198,1992-08-18
300,1805.1068486457023,1972-01-18
301,346.8664806624266,2003-05-09
302,3586.438563123743,1974-02-22
303,3356.98170738749,1983-03-10
304,2355.5112273663344,2016-05-27
305,1572.661210899523,1992-10-31
306,4206.824706683381,1972-11-13
307,4772.541409183205,1999-05-05
308,126.9474370330953,1996-08-06
309,1963.2431084389757,1974-01-14
310,626.3532111165082,1982-07-03
311,4964.075750288793,1987-07-23
312,3177.8580052808898,1977-08-05
313,2032.0839312258847,2012-07-04
314,710.6597570949474,1982-07-31
315,737.4475674406922,2015-05-18
316,4333.045382279823,1990-06-09
317,2557.460071885891,2005-09-20
318,814.5589800694014,1978-04-11
319,4464.146537108576,2000-05-22
320,4553.103651139619,1989-10-28
321,3526.5651956905936,1975-02-01
322,3581.3686536277996,1987-08-29
323,3617.871256422764,1997-05-13
324,3649.0448126107403,2009-09-05
325,2598.0407015782303,1994-12-03
326,4117.465673198805,1974-07-18
327,3455.9425988848448,2007-01-09
328,3486.5822133131837,1996-12-02
329,1936.3228957980377,1993-10-03
330,901.1069441101827,1970-07-16
331,4000.732697020596,1982-02-26
332,4064.9971024244674,1981-02-08
333,403.6471083684484,1983-04-21
334,872.1267734951821,1996-10-04
335,1327.9172480704076,1971-03-30
336,4001.003103739191,1981-11-15
337,1639.6907977910946,1980-03-30
338,3543.3635955259933,2003-06-06
339,3911.647657276894,2016-10-27
340,2587.1800234733255,1975-02-27
341,2282.394282465541,2017-05-10
342,4549.983820140303,2014-11-01
343,3783.3614982725076,2004-07-01
344,2244.1248429092198,2013-11-15
345,764.0955984071318,2016-12-24
346,3162.7205232345577,2017-11-23
347,884.8300442676859,1992-02-19
348,2561.1120475007474,1996-10-23
349,4479.848360929337,2005-07-13
350,1580.4010189250162,1978-12-13
351,4733.718412803234,2010-02-27
352,964.4351023584579,1993-09-30
353,3955.0935274566514,1996-10-19
354,3054.4633507252215,1984-01-06
355,4061.3391048710932,1998-04-01
356,2611.3139897357564,2017-10-12
357,3547.653791817497,1993-12-07
358,4563.343623847041,1993-02-28
359,674.3812738539856,2018-03-19
360,3857.604360428456,2015-04-30
361,285.8227321297968,2001-09-23
362,412.0827026886581,2017-05-04
363,2588.3533933528806,1986-09-29
364,12.302466219741293,1976-01-07
365,3874.32523369741,2018-08-26
366,519.9066708882539,2006-08-07
367,3037.704316985611,1990-10-12
368,2851.3709623955424,1975-04-12
369,1679.03698360584,1993-01-10
370,1890.3272417336475,1992-11-18
371,1810.2744589465347,1997-02-22
372,4206.563042903718,1988-04-23
373,3182.8418418335445,1971-10-24
374,680.542413774562,2013-07-19
375,4627.591223371233,1995-09-04
376,912.9963716027667,2015-12-30
377,625.4994876385034,2000-10-23
378,1689.44727204511,1971-02-17
379,3037.389747550445,2014-04-01
380,220.6975375799941,2003-03-17
381,3226.9647740587334,1982-08-22
382,3494.2097705325064,1980-04-24
383,3983.832127955369,1978-01-13
384,4558.359460988304,2009-03-16
385,3002.24385289664,2010-04-05
386,3972.2439539190273,1974-04-24
387,840.806899885968,1988-02-12
388,4591.997781216821,1989-11-01
389,4634.293283426084,2006-07-06
390,2041.1305522176026,2016-02-01
391,2203.5333646454023,2007-05-20
392,3020.709153333356,1995-01-10
393,3100.6764529819675,2018-06-09
394,1279.1409966467943,2015-12-19
395,1548.7142861908571,1996-03-18
396,4245.460026106444,1989-01-23
397,2268.1895424510053,1980-05-02
398,903.3313777554247,2015-03-28
399,2268.645271748464,1990-01-06
400,1320.7469951545231,1995-01-27
401,4746.42568780701,2017-04-17
402,320.46371540462025,1986-10-04
403,481.5261111917207,2019-06-02
404,130.93334998132144,1984-09-06
405,106.68561522241215,1994-01-27
406,2018.8165685539627,2016-02-17
407,3452.859731519012,1971-04-13
408,4484.996088357513,1993-10-28
409,1614.0163487373231,2007-06-07
410,3953.77868987816,1975-02-03
411,3730.0575849288325,2009-02-20
412,3474.2375648033358,2008-05-12
413,2382.6628953386257,1975-05-18
414,4289.883153577293,1970-01-31
415,2678.0684240948067,1998-10-22
416,2009.6658092263863,1991-07-16
417,3918.569492490885,2002-01-10
418,4627.348492378095,1972-09-17
419,138.9831173418965,2012-12-01
420,2579.3251430883274,2014-08-16
421,4182.999388373386,1986-08-09
422,400.4622002546837,1974-01-09
423,1792.7481589893712,1978-03-04
424,492.42956457222095,1970-06-01
425,4840.731808284957,1983-02-07
426,771.359239110942,2016-07-09
427,2582.9857820843213,1979-10-31
428,4023.7150448218463,2005-02-21
429,4799.1529120804325,1988-05-17
430,3.6325446026919117,1980-12-09
431,1688.4552745841647,1989-03-29
432,4722.070043842506,1984-12-03
433,3479.8840860606606,2006-02-06
434,802.7913113912294,1974-11-17
435,3896.6277584757463,2006-05-31
436,794.8761299297224,2001-04-23
437,3399.1852120526655,1997-08-20
438,4715.768131572614,2016-01-15
439,4670.702428546392,2013-07-13
440,1641.352472662901,1975-04-11
441,119.24052547353459,1997-11-20
442,4792.899224456431,2003-09-24
443,3129.1888161913976,1991-01-29
444,1990.5214773181285,1978-01-31
445,1132.1278751004666,2000-06-16
446,3178.3588335505274,2016-09-09
447,1642.84542836311,1994-12-08
448,4831.122876636197,1983-04-07
449,1760.4108611509257,2016-06-03
450,818.1067510822321,2007-05-06
451,2103.738876540169,1984-08-13
452,1816.4322106730874,1977-06-06
453,2826.9038773327275,1985-11-14
454,1932.550242726448,1986-06-02
455,3853.797056282597,1971-08-02
456,810.7042659186347,2007-05-27
457,2918.257452757549,2011-11-23
458,3434.7003843600914,1987-07-12
459,3592.335499882175,2006-10-08
460,859.8114550069553,1985-07-13
461,744.3940646763791,1985-04-12
462,125.83053946813472,2005-01-04
463,1616.6173484209162,1979-09-01
464,18.48399781368748,2010-05-02
465,236.0264873921597,1985-05-18
466,4627.7859476172325,1982-03-09
467,2865.0063131553748,1979-10-11
468,738.4734890731131,1996-05-25
469,765.7604542967273,1998-01-22
470,3934.2456079972653,2009-09-27
471,3938.5145912483945,1980-02-02
472,2093.6862541833507,2011-06-02
473,2840.219136837664,2019-03-03
474,3432.155748193091,1991-12-12
475,3556.026155053031,1992-04-20
476,4612.683696218984,1990-05-19
477,1820.133794481026,2001-04-06
478,1083.3142523969807,1993-04-13
479,2001.938487330386,1991-09-10
480,648.9881279974608,1986-05-12
481,2830.5445484325833,2002-02-06
482,1752.964331435065,1975-01-16
483,482.78381792981605,2002-12-27
484,4478.521586806898,1990-01-28
485,1228.2271486198142,1981-10-31
486,1908.7964752701475,1970-02-02
487,4581.6866828068205,1997-09-01
488,1200.2736197883157,2018-11-13
489,2405.9152006007434,1980-06-10
490,4602.090179226389,2010-07-20
491,345.08842362397485,2007-09-21
492,1261.8435545998652,1970-06-15
493,1379.3761985391257,2014-09-26
494,2632.9297338350348,1983-06-06
495,2711.7002763497503,1994-07-16
496,3020.166404977612,1992-01-29
497,3897.973651981007,2004-11-03
498,4383.757905550939,1989-07-16
499,1381.4092442506587,1999-04-11
500,3054.832790850484,1986-09-03
501,4336.665190684472,2017-04-03
502,1953.8781778558716,2017-12-14
503,3130.510937670623,2018-04-07
504,2672.3599760845077,1990-03-22
505,4262.813070741208,1979-06-06
506,721.036185081147,2014-09-11
507,1962.1469462959358,1970-08-31
508,3838.7213431689765,1997-12-09
509,3655.0123196181216,2016-12-19
510,4882.450118404186,1985-08-26
511,2164.783102443975,1975-05-24
512,524.0937588064048,1995-10-27
513,2303.4318389067153,1978-03-21
514,2309.93793015849,1982-08-01
515,848.0439461952366,1996-02-05
516,2371.795341785854,1970-06-22
517,795.0465973542947,1988-09-08
518,4592.061191649666,2004-09-25
519,4322.956401247894,1970-03-12
520,3809.1545367078065,1978-12-29
521,562.5782509687505,1983-09-17
522,1841.412385755062,1986-05-25
523,713.4667273091072,1991-08-15
524,1788.1064774890071,2012-06-26
525,2363.3916538309204,1993-12-19
526,2593.5863984164102,1985-07-18
527,269.5262132470677,1971-09-26
528,4385.693369706633,1993-12-08
529,1288.1616941428854,1971-06-11
530,3617.282382535978,1984-07-22
531,1623.3559435621876,1997-01-17
532,1900.567361504697,2016-11-12
533,207.31256496572536,1970-04-21
534,2757.1753945653645,1975-07-20
535,174.50461842948738,1997-05-18
536,2052.7346532444935,1991-05-06
537,1875.811916883136,2009-11-06
538,1040.8740247367944,1976-03-16
539,670.8134760020706,1972-04-05
540,551.4947180870439,1998-05-16
541,1784.8185139059285,1973-06-12
542,156.1290931171716,1980-08-02
543,2883.4809511302933,1994-03-13
544,2317.5966022971584,1999-05-11
545,3209.4734426874606,2000-10-10
546,3535.178105563803,1997-07-12
547,389.125078089349,1999-05-09
548,2127.139514122647,1996-11-28
549,3631.0496760128726,1991-07-19
550,691.5037397009505,1974-08-09
551,764.8409980335791,1988-01-06
552,822.3576928768117,1972-01-31
553,148.6125411578837,1970-12-07
554,677.7805767574374,1974-11-23
555,2465.2104585235606,1971-01-06
556,4499.291326175331,1970-10-23
557,3116.7531287624784,1970-10-27
558,1440.1974423396264,1990-08-28
559,3966.126268177186,1990-02-01
560,3420.9630682497277,1976-05-16
561,4012.8087983574896,2011-10-12
562,4570.643076844909,1993-01-12
563,4190.458000036627,2008-08-13
564,3867.1030425734143,2004-07-11
565,1308.8425583845792,1971-05-26
566,791.5984594253306,1973-06-04
567,3139.881175069566,1978-05-09
568,4842.661370776215,2004-05-20
569,2665.6570544525052,2016-05-12
570,722.9024884167056,1977-06-02
571,1880.6948507034815,2004-10-10
572,3698.9960724033067,1986-12-07
573,2777.394253955869,2008-08-14
574,1172.6823032086077,1973-05-30
575,4574.119597398476,2017-08-17
576,1892.8329403149396,1976-12-14
577,1951.325347599102,2005-09-18
578,2356.3663479516804,1973-09-07
579,1530.7926000891414,2004-07-03
580,2050.505950892567,2012-10-02
581,2031.4930309706215,1974-01-27
582,488.56387598205487,1977-05-21
583,4866.094706729594,2017-05-27
584,738.2310556217014,2016-09-21
585,2917.460262606697,1985-11-24
586,3170.2568271927494,1984-02-14
587,4905.15105186172,2001-11-21
588,4407.440517735477,2007-03-16
589,534.0696758347224,1980-09-29
590,3896.4114951847478,1988-03-07
591,3490.3533833071633,1995-08-31
592,2978.9294169954987,1973-12-09
593,3015.6578489289136,1988-12-19
594,2567.26034399811,1987-04-18
595,1333.3964231812668,2019-03-27
596,3659.5981796944557,2006-12-11
597,843.1863179748772,1979-04-21
598,426.8850681687797,2005-07-13
599,180.1053811045683,1984-02-28
600,576.9925524447716,2000-11-18
601,1810.83261286333,1990-01-06
602,3612.3169020080877,1996-02-24
603,1591.7683805577137,1987-05-13
604,3379.8730169470814,1990-05-03
605,1845.4726630543505,1977-12-09
606,3483.4023287103873,1983-08-11
607,3332.7115135837885,1984-06-28
608,4060.4387140173003,2013-03-06
609,1143.5783253137688,1981-10-30
610,795.2353940026841,2001-07-09
611,2758.1544901148145,1976-02-10
612,4473.385664743677,2004-04-10
613,3902.599955214859,1985-12-28
614,2539.960478276557,1989-06-04
615,4429.7091725469145,1984-08-12
616,128.90759212849102,1980-05-23
617,3216.0575631844313,1983-11-18
618,834.0758040047758,1995-03-05
619,4968.675356996786,2000-12-23
620,2044.5068407153428,2001-06-21
621,3303.243562880279,1994-08-20
622,2190.927181695831,2005-05-13
623,3418.3453174314386,1989-02-15
624,1320.637875093858,2003-08-29
625,2937.191319997128,1992-12-19
626,4598.296261884944,2015-05-25
627,856.6749425671921,1979-12-12
628,2204.813493972357,1988-06-07
629,268.26444701317786,1973-07-02
630,1875.2405393676397,1983-09-21
631,4011.7185595182696,2017-10-11
632,3220.28586969582,1998-10-23
633,2025.94132477522,2008-06-02
634,1165.4777641145554,1976-07-04
635,4367.0819496931435,2013-11-22
636,195.53018659141884,1971-10-19
637,3100.014668025293,2001-06-19
638,1343.4592199757722,1987-09-05
639,2537.5011373415573,1973-07-02
640,2753.960998542143,1994-01-15
641,1970.454099501623,1974-03-05
642,1326.5347548208522,2007-04-14
643,1148.853210397086,1978-04-20
644,1821.610970778008,2013-10-30
645,1512.2681056029812,1980-10-17
646,3044.2934048028296,1998-01-26
647,4584.027757631196,1974-02-23
648,2284.6047233359495,2008-03-03
649,4812.087940741028,1998-08-10
650,2390.5595165954537,1978-01-21
651,2830.6013328224954,1984-03-15
652,2049.9120114796015,1978-12-31
653,461.2070420953096,1976-02-10
654,2411.4596556741303,1994-02-01
655,4072.3602515039292,2014-02-20
656,1483.468418608278,1986-11-05
657,1797.3142792233548,2017-06-17
658,470.7436315206237,1980-04-16
659,3292.1865159296076,2011-01-02
660,283.54249235235386,2011-06-03
661,3327.728850275606,2017-09-17
662,2932.4746340038164,2014-10-29
663,992.5147521143879,1995-10-20
664,165.31787298754318,2012-06-30
665,2021.765953238201,1971-07-03
666,3498.936956947311,1996-06-17
667,3008.6137909570825,1989-07-12
668,3570.58732548438,2000-04-11
669,535.2226246609954,1985-05-22
670,2364.810241741903,2004-09-05
671,1736.4027304465124,1994-06-08
672,3900.122208261692,2000-06-19
673,4362.92801415669,2008-04-22
674,3428.6947922834993,2007-01-03
675,1208.4453264866124,2012-02-23
676,2488.7052490780807,1975-07-19
677,4921.1911228111185,1994-10-24
678,1372.2842270365409,1976-02-02
679,44.860336766779916,2012-12-18
680,1774.325741339628,1978-07-25
681,4774.528052992316,1983-09-17
682,4632.583534004973,2010-07-02
683,458.3299561404358,1986-10-22
684,1523.8281925643582,1970-07-10
685,2111.4659393674497,2011-05-03
686,3694.8286133817996,1994-08-13
687,4817.860624982504,2017-03-17
688,4303.658744625163,1992-06-20
689,727.3838382821097,1976-03-26
690,1439.5137107332134,1993-02-12
691,996.5580978389105,1978-11-29
692,3881.21837679742,2004-03-10
693,3300.0244900760977,1975-11-03
694,3907.8465610432618,1976-12-06
695,1414.4929641611825,2011-07-09
696,3062.08242212866,1981-03-30
697,4155.762112831924,2000-03-09
698,597.299128815258,2005-04-20
699,1775.2948962246262,1973-08-11
700,4343.252460322106,2010-07-14
701,1143.237563080408,1977-01-09
702,3546.5023060865115,1973-05-23
703,3160.7973916776973,2005-12-14
704,1793.7558305234559,2013-01-13
705,1387.0592549150424,1970-11-23
706,4863.497853311824,2018-10-03
707,3836.6199197730316,1976-07-13
708,3571.8473416960455,1974-07-09
709,1415.5273089749603,1989-06-11
710,526.4431416886855,1980-02-25
711,4517.994235879158,1998-07-16
712,603.1376662100496,1982-07-13
713,771.330719590766,1988-07-18
714,4664.407791328879,1987-02-21
715,3716.608963420276,1992-01-06
716,4648.257082547088,2017-07-14
717,1690.4780827203836,1997-09-21
718,1143.4845294794015,1991-06-29
719,3405.5266299808995,1999-05-22
720,4876.554250296835,1970-05-28
721,2324.092258272116,1973-01-24
722,2308.8788606241833,2003-10-20
723,4678.802377605196,1993-12-12
724,4994.322380643118,1975-02-26
725,4142.496087331009,2010-08-02
726,1103.2769335668186,2008-02-07
727,1996.441055172018,2014-01-20
728,1556.0277732714285,1973-06-02
729,1163.2823316203035,1978-03-12
730,2589.5908357173853,1983-08-05
731,8.206296410235293,1998-09-03
732,2358.8303967246875,1998-11-22
733,1971.342038027143,1970-09-29
734,4748.990655965289,1996-08-05
735,4103.831088825404,2009-10-11
736,2156.756072646742,1976-05-03
737,243.14822909916379,1979-04-14
738,3856.831380741148,1985-02-21
739,2032.5141807451168,1974-12-22
740,1317.313283693106,1971-10-02
741,3627.149772897794,1998-11-22
742,892.8579506690876,1980-03-12
743,904.1161759648758,1977-01-14
744,3493.242836153305,1976-01-25
745,141.31267494461252,1976-11-01
746,4764.429071683208,1991-05-02
747,40.46210582076937,1997-02-03
748,2672.8847624550285,2009-11-23
749,648.2805727605312,1981-09-22
750,4107.528053397145,1999-07-30
751,3029.394184609704,2007-09-03
752,4562.42237982772,1974-05-21
753,407.82186169405264,1985-06-27
754,2330.4521738628114,2019-01-06
755,4238.8303578456935,1970-02-03
756,2601.1034807763263,1983-06-04
757,3106.9812121282794,1977-10-01
758,2076.019647224944,2000-03-19
759,2684.658995909068,1985-05-27
760,4629.899272110348,1983-08-25
761,1134.7486052036793,1975-04-12
762,2077.1250271025706,1988-06-10
763,2373.424537754869,1979-05-29
764,1.8492130865727097,1984-03-02
765,1050.5180202888198,2003-01-16
766,4880.328914722355,1980-08-10
767,205.97706048790297,1970-01-06
768,4772.6846586658685,1977-08-22
769,142.7638375316037,1972-03-30
770,1735.3437358086126,1971-05-08
771,1837.3305658652666,2012-11-04
772,1686.627443029697,1978-03-10
773,2269.5612773577523,1987-05-31
774,671.8924863600112,1971-12-13
775,2585.1541419346236,1995-08-24
776,1258.591374203155,1992-06-30
777,516.284879849922,1994-05-08
778,517.4366858926088,2019-05-29
779,120.65871403927675,1986-01-28
780,709.4861425763899,1970-02-17
781,3860.5573273767322,1972-07-08
782,679.5215375315012,2014-11-26
783,1035.4439755222145,1970-06-14
784,4879.356274754823,2003-01-08
785,1597.6846293231868,2007-01-04
786,2105.8608035747766,2018-05-03
787,2501.8506914504483,2009-10-04
788,2797.991004047188,1979-02-14
789,3465.629216695598,2006-03-22
790,2373.054814508081,2016-11-28
791,2544.9844037468342,1979-06-05
792,2238.4524892940817,2014-05-27
793,893.3803236075715,1993-12-06
794,2738.873524211918,1971-11-16
795,644.4088152132077,1971-04-01
796,1272.1721595984836,1997-09-15
797,392.74947959866137,1980-10-28
798,2527.199064776052,1984-07-06
799,4100.446396394665,2015-02-12
800,4316.3613689527565,1974-08-18
801,2269.008466916908,1993-02-18
